dates,a_temp,m_temp,n_temp,s_prec,a_pres,n_pres,m_pres,a_ws,m_ws,m_gust,a_humi,m_humi,n_humi,a_vis,m_vis,n_vis,a_qff,m_qff,n_qff
2020-10-06,28.9,33.7,25.3,1.0,1004.5,1004.4,1009.6,5.4,13.3,20.2,78,92,61,19632,20000,2005,1006.0,1011.1,1006.0
2020-10-07,25.8,34.6,27.0,3.2,1004.3,1003.5,1008.8,4.1,22.0,29.9,89,92,54,13245,20000,3357,1005.9,1010.3,1005.1
2020-10-08,24.3,28.0,23.7,16.2,1005.2,1003.2,1007.8,5.5,20.5,28.1,92,92,75,14101,20000,1743,1006.8,1009.4,1004.8
2020-10-09,24.1,29.1,23.9,8.6,1007.3,1003.8,1008.2,3.3,16.6,21.6,91,92,78,15962,20000,548,1008.9,1009.7,1005.4
2020-10-10,25.7,27.8,23.9,15.2,1008.2,1004.2,1008.1,2.9,13.0,17.3,88,92,77,16060,20000,694,1009.8,1009.7,1005.8
2020-10-11,26.3,28.7,24.4,2.6,1009.3,1003.1,1007.5,4.8,16.2,25.6,83,92,75,19438,20000,1103,1010.9,1009.0,1004.7
2020-10-12,27.4,32.3,24.8,0.0,1008.8,1002.1,1007.0,3.5,11.2,15.5,78,92,58,19797,20000,5782,1010.4,1008.5,1003.7
2020-10-13,27.8,27.9,23.0,26.2,1008.6,1004.1,1008.2,4.2,15.5,27.4,73,92,72,19217,20000,1090,1010.2,1009.8,1005.7
2020-10-14,27.2,32.0,23.6,0.0,1009.2,1003.0,1008.1,4.4,13.7,18.4,67,92,60,19417,20000,6615,1010.8,1009.6,1004.6
2020-10-15,27.4,33.1,25.5,0.0,1009.5,1001.7,1006.9,4.2,16.2,20.9,65,92,58,17034,20000,1375,1011.1,1008.4,1003.3
2020-10-16,27.6,30.2,24.3,73.4,1009.2,1002.0,1006.7,3.6,24.1,32.8,69,92,76,15197,20000,294,1010.8,1008.2,1003.6
2020-10-17,28.7,26.7,22.0,16.2,1008.2,1002.4,1006.6,4.9,19.1,27.0,69,92,89,16194,20000,1548,1009.8,1008.2,1004.0
2020-10-18,27.5,25.7,21.9,0.8,1007.9,1005.1,1009.0,4.5,12.6,16.6,77,92,85,18185,20000,2650,1009.5,1010.6,1006.7
2020-10-19,28.4,28.0,23.8,0.2,1006.8,1006.0,1009.8,5.5,13.0,18.0,74,92,77,17103,20000,6489,1008.3,1011.4,1007.6
2020-10-20,26.1,31.5,23.4,0.0,1007.3,1006.6,1010.8,4.4,15.1,21.6,85,92,65,16551,20000,4542,1008.9,1012.3,1008.2
2020-10-21,27.6,30.7,24.2,0.0,1009.4,1006.5,1011.6,4.0,10.8,18.4,82,92,61,15996,20000,3191,1011.0,1013.1,1008.1
2020-10-22,26.6,32.6,24.1,0.0,1010.4,1005.4,1011.2,3.3,17.3,24.1,87,92,50,15008,20000,6630,1012.0,1012.7,1007.0
2020-10-23,27.1,31.4,23.6,0.0,1010.5,1006.5,1011.2,4.1,15.5,23.8,85.0,84,49,17736.0,20000,14215,1012.1,1012.7,1008.1
2020-10-24,29.5,32.6,22.5,0.0,1010.9,1006.8,1011.3,5.7,16.2,21.6,70.0,92,39,19329.0,20000,6787,1012.5,1012.8,1008.4
2020-10-25,29.1,33.0,24.0,0.0,1010.8,1007.0,1012.0,6.2,16.2,28.4,68.0,92,45,17371.0,20000,5348,1012.4,1013.5,1008.6
2020-10-26,28.3,32.6,25.4,0.0,1011.0,1005.8,1010.8,5.2,14.8,21.6,70.0,85,51,17800.0,20000,7422,1012.6,1012.3,1007.4
2020-10-27,28.5,30.9,25.3,0.0,1010.8,1005.7,1009.8,4.6,13.0,20.2,69.0,91,63,18384.0,20000,11407,1012.4,1011.3,1007.3
2020-10-28,29.3,32.2,25.9,0.0,1011.1,1004.6,1010.0,5.5,13.7,19.8,67.0,89,53,19235.0,20000,8390,1012.7,1011.5,1006.2
2020-10-29,26.2,28.9,23.6,6.0,1012.1,1004.2,1009.4,6.0,15.5,24.1,81.0,92,69,11958.0,20000,1529,1013.7,1011.0,1005.8
2020-10-30,27.7,32.7,24.1,7.0,1011.8,1006.6,1010.9,7.6,15.5,23.0,66.0,92,59,14811.0,20000,349,1013.4,1012.4,1008.2
2020-10-31,27.7,32.6,24.3,43.0,1011.1,1007.6,1012.4,6.9,14.8,22.7,63.0,92,64,16882.0,20000,796,1012.7,1013.9,1009.2
2020-10-Min,28.1,34.6,21.9,403.0,1010.4,1001.7,1012.4,6.2,28.1,35.6,55.0,92,39,18717.0,20000,125,1012.0,1013.9,1003.3
2020-11-01,25.1,30.8,24.8,0.2,1011.9,1008.4,1012.6,7.6,17.3,24.8,70.0,92.0,70.0,18764.0,20000.0,4838.0,1013.5,1014.1,1010.0
2020-11-02,25.1,33.5,26.0,0.0,1012.1,1008.3,1012.9,6.1,15.5,22.0,76.0,92.0,53.0,17954.0,20000.0,10185.0,1013.7,1014.4,1009.9
2020-11-03,27.1,33.2,25.5,0.0,1010.7,1008.2,1013.4,5.5,19.8,29.2,53.0,83.0,51.0,18277.0,20000.0,5192.0,1012.3,1014.9,1009.8
2020-11-04,26.4,32.9,25.0,0.0,1010.2,1008.5,1013.8,4.2,18.7,25.9,57.0,90.0,48.0,16135.0,20000.0,1766.0,1011.8,1015.3,1010.1
2020-11-05,28.2,33.5,24.0,0.0,1010.6,1008.6,1012.8,4.9,19.1,22.7,58.0,90.0,47.0,17721.0,20000.0,3675.0,1012.2,1014.3,1010.2
2020-11-06,28.3,33.6,25.6,0.0,1010.5,1008.6,1013.5,4.6,16.2,26.3,70.0,81.0,50.0,18211.0,20000.0,800.0,1012.1,1015.0,1010.2
2020-11-07,28.9,30.1,24.0,0.6,1008.9,1010.0,1013.6,2.4,22.3,30.6,73.0,92.0,58.0,16097.0,20000.0,2446.0,1010.5,1015.2,1011.6
2020-11-08,29.5,31.4,24.4,0.2,1008.5,1009.8,1014.7,3.2,21.2,29.5,71.0,84.0,52.0,17003.0,20000.0,6497.0,1010.0,1016.2,1011.4
2020-11-09,30.5,31.9,23.8,0.0,1007.7,1008.6,1013.3,3.8,22.3,29.2,69.0,78.0,48.0,15933.0,20000.0,929.0,1009.2,1014.8,1010.2
2020-11-10,29.1,32.2,24.5,0.0,1008.3,1007.0,1012.8,3.9,17.3,25.6,81.0,75.0,40.0,13376.0,20000.0,2985.0,1009.8,1014.3,1008.6
2020-11-11,26.4,28.6,21.9,0.2,1009.4,1009.3,1014.8,3.5,26.3,33.5,88.0,91.0,56.0,13731.0,20000.0,5514.0,1011.0,1016.4,1010.9
2020-11-12,28.1,26.7,22.3,0.2,1010.8,1010.4,1014.3,3.4,16.9,22.3,83.0,89.0,69.0,13660.0,20000.0,9671.0,1012.4,1015.9,1012.0
2020-11-13,28.6,31.9,22.5,0.0,1010.7,1008.4,1013.3,4.2,18.4,24.8,74.0,71.0,37.0,18802.0,20000.0,5553.0,1012.3,1014.8,1010.0
2020-11-14,29.0,32.3,21.1,0.0,1010.5,1007.5,1012.6,5.0,17.3,24.5,69.0,88.0,37.0,19859.0,20000.0,5614.0,1012.1,1014.1,1009.1
2020-11-15,28.9,33.0,21.9,0.0,1010.5,1007.9,1013.0,5.0,16.9,21.6,69.0,82.0,36.0,19484.0,20000.0,1520.0,1012.1,1014.5,1009.5
2020-11-16,29.1,33.1,24.2,0.0,1011.1,1008.7,1013.5,7.5,18.7,25.2,64.0,92.0,51.0,19899.0,20000.0,1328.0,1012.7,1015.0,1010.3
2020-11-17,28.4,34.7,24.8,0.0,1012.1,1006.7,1012.1,7.4,13.0,20.2,65.0,92.0,49.0,19987.0,20000.0,1529.0,1013.7,1013.6,1008.3
2020-11-18,28.1,35.1,25.5,0.0,1011.9,1006.4,1010.8,6.3,16.6,21.6,64.0,92.0,48.0,19142.0,20000.0,2078.0,1013.5,1012.3,1008.0
2020-11-19,27.6,35.9,25.7,0.0,1011.9,1005.3,1010.3,6.5,14.0,19.8,63.0,92.0,41.0,19960.0,20000.0,1254.0,1013.5,1011.8,1006.9
2020-11-20,27.6,34.3,25.5,2.8,1012.1,1006.1,1010.9,6.8,30.6,37.4,62.0,92.0,53.0,19970.0,20000.0,819.0,1013.7,1012.4,1007.7
2020-11-22,27.4,33.3,25.1,0.2,1012.3,1008.0,1013.1,7.4,13.3,19.4,64,92.0,62.0,19982,20000.0,2113.0,1013.9,1014.6,1009.6
2020-11-23,27.8,33.7,25.8,0.0,1011.2,1007.9,1013.1,6.1,16.6,26.3,66,92.0,54.0,19933,20000.0,2912.0,1012.8,1014.6,1009.5
2020-11-24,26.9,33.4,24.3,0.0,1011.8,1008.3,1013.2,7.4,18.4,25.6,64,92.0,51.0,19942,20000.0,1898.0,1013.4,1014.7,1009.9
2020-11-25,25.3,32.6,25.0,0.0,1012.5,1007.8,1012.8,7.6,19.4,27.0,59,86.0,54.0,19531,20000.0,697.0,1014.1,1014.3,1009.4
2020-11-26,24.5,33.2,25.4,0.0,1013.3,1008.0,1013.7,5.3,21.2,30.2,62,81.0,51.0,18918,20000.0,14525.0,1014.9,1015.2,1009.6
2020-11-27,25.1,31.5,24.5,0.0,1012.8,1010.0,1014.1,4.0,20.2,27.0,64,74.0,56.0,17932,20000.0,17560.0,1014.4,1015.6,1011.6
2020-11-28,27.0,32.6,24.4,0.0,1012.9,1009.4,1014.2,3.5,20.9,32.0,62,77.0,48.0,16533,20000.0,7617.0,1014.5,1015.7,1011.0
2020-11-29,26.7,30.5,24.8,0.0,1012.1,1009.6,1014.2,4.8,17.6,29.5,64,75.0,53.0,16971,20000.0,9407.0,1013.7,1015.7,1011.2
2020-11-30,26.3,31.7,25.2,0.0,1010.8,1009.1,1014.4,4.1,19.1,27.7,60,72.0,50.0,15410,20000.0,15182.0,1012.4,1015.9,1010.7
2020-11-Min,28.1,35.9,21.1,35.4,1009.7,1005.3,1014.8,3.9,30.6,37.4,61,92.0,36.0,13713,20000.0,694.0,1011.3,1016.3,1006.9
2020-12-01,28.9,31.0,25.4,0.0,1008.7,1010.0,1015.2,3.3,20.5,25.6,66,74,53,13789,20000,15690,1010.2,1016.7,1011.6
2020-12-02,28.7,30.6,24.9,0.0,1008.0,1009.4,1013.4,2.9,21.6,27.7,74,75,56,9683,20000,4090,1009.5,1014.9,1011.0
2020-12-03,27.9,30.5,22.9,0.0,1009.3,1009.4,1013.8,2.7,21.2,28.4,83,77,55,5996,20000,14140,1010.9,1015.3,1011.0
2020-12-04,29.2,29.1,20.5,0.0,1011.0,1009.6,1014.4,4.4,19.1,28.4,72,71,47,14666,20000,12648,1012.6,1016.0,1011.2
2020-12-05,28.6,28.9,20.6,0.0,1011.3,1010.6,1016.1,5.3,17.3,25.6,71,86,45,19450,20000,3446,1012.9,1017.7,1012.2
2020-12-06,28.0,30.3,20.1,0.0,1010.9,1010.4,1015.6,4.6,16.6,20.5,66,89,46,18929,20000,3661,1012.5,1017.2,1012.0
2020-12-07,27.8,31.5,21.1,0.0,1011.2,1010.5,1015.4,4.7,15.1,23.4,63,88,43,19694,20000,5293,1012.8,1016.9,1012.1
2020-12-08,26.5,31.6,22.1,0.0,1012.5,1009.8,1015.1,5.8,15.5,23.0,63,81,47,19921,20000,8637,1014.1,1016.6,1011.4
2020-12-09,23.9,31.9,20.4,0.0,1013.5,1008.6,1014.0,6.4,15.1,18.7,63,86,40,19948,20000,2618,1015.1,1015.5,1010.2
2020-12-10,23.3,32.0,20.5,0.0,1013.2,1008.6,1012.9,5.6,14.0,18.7,58,90,36,18642,20000,2718,1014.8,1014.4,1010.2
2020-12-11,24.4,33.1,23.3,0.0,1011.4,1007.2,1012.7,5.5,14.8,20.2,55,88,43,17661,20000,4023,1013.0,1014.2,1008.8
2020-12-12,25.8,33.9,23.8,0.0,1009.5,1006.5,1011.8,5.8,16.2,22.7,56,85,48,16314,20000,5019,1011.1,1013.3,1008.1
2020-12-13,27.7,33.0,25.3,0.0,1009.0,1005.5,1010.4,4.0,11.2,15.5,61,92,52,16161,20000,1588,1010.6,1011.9,1007.1
2020-12-14,26.5,32.8,24.9,0.0,1010.0,1007.2,1011.2,4.4,14.8,19.4,72,92,60,17541,17883,1376,1011.6,1012.7,1008.8
2020-12-15,28.4,32.9,25.3,0.0,1010.3,1008.8,1012.8,4.1,16.2,25.6,72,92,52,16014,20000,3113,1011.9,1014.3,1010.4
2020-12-16,28.4,32.7,24.8,0.0,1009.0,1009.0,1014.0,3.7,19.1,26.3,77,87,56,16108,20000,8353,1010.6,1015.5,1010.6
2020-12-17,28.2,32.5,24.5,0.0,1008.8,1008.7,1013.3,3.5,14.8,21.6,79,80,48,18718,20000,8378,1010.4,1014.8,1010.3
2020-12-18,28.8,32.6,23.5,0.0,1008.7,1008.8,1013.4,2.7,16.2,19.8,77,77,51,13134,20000,2042,1010.3,1014.9,1010.4
2020-12-19,27.7,31.7,21.2,0.0,1010.8,1009.7,1014.3,9.3,15.1,22.0,56,76,47,18788,20000,7212,1012.4,1015.8,1011.3
2020-12-20,23.8,29.0,18.8,0.0,1013.6,1010.9,1015.9,8.5,15.5,22.3,60,76,51,19890,20000,17224,1015.2,1017.5,1012.5
2021-01-01,23.0,28.2,18.8,0.0,1014.2,1011.8,1016.7,5.7,16.2,22.7,61,78,44,19503,20000,11551,1015.8,1018.3,1013.4
2021-01-02,24.2,29.1,19.2,0.0,1012.9,1010.8,1016.1,4.3,15.8,22.0,57,79,42,19131,20000,6616,1014.5,1017.7,1012.4
2021-01-03,26.0,30.6,21.5,0.0,1011.6,1009.4,1014.0,4.7,16.6,21.6,57,79,42,16610,20000,7951,1013.2,1015.5,1011.0
2021-01-04,26.6,31.6,21.8,0.0,1011.6,1009.5,1014.1,4.6,18.4,23.8,64,88,47,18991,20000,6721,1013.2,1015.6,1011.1
2021-01-05,27.5,31.9,22.2,0.0,1011.1,1009.0,1014.0,2.5,13.7,19.8,64,85,44,18103,20000,5619,1012.7,1015.5,1010.6
2021-01-06,28.1,33.4,23.0,0.0,1009.5,1007.1,1012.8,4.2,18.0,24.5,63,84,43,18026,20000,4961,1011.1,1014.3,1008.7
2021-01-07,28.4,33.0,24.0,0.0,1008.8,1006.6,1011.6,5.7,17.3,23.4,63,79,47,19811,20000,1969,1010.4,1013.1,1008.2
2021-01-08,26.8,31.5,21.4,0.0,1009.9,1007.7,1012.1,8.1,20.2,30.6,65,79,51,19669,20000,10422,1011.5,1013.6,1009.3
2021-01-09,24.4,28.8,20.3,0.0,1011.6,1009.1,1014.5,7.3,20.2,29.2,61,77,49,19713,20000,12931,1013.2,1016.1,1010.7
2021-01-10,25.0,29.6,20.4,0.0,1011.5,1009.1,1013.8,5.7,20.2,29.9,60,80,45,18311,20000,6246,1013.1,1015.4,1010.7
2021-01-11,24.1,29.5,17.1,0.0,1013.8,1011.0,1016.6,9.1,20.9,32.8,58,77,45,19693,20000,10177,1015.4,1018.2,1012.6
2021-01-12,20.9,26.3,16.4,0.0,1014.9,1011.8,1019.1,7.4,19.8,36.0,51,65,41,18563,20000,10403,1016.5,1020.7,1013.4
2021-01-13,21.4,28.0,16.7,0.0,1013.2,1011.3,1017.2,3.9,14.4,20.5,55,82,33,12893,20000,5718,1014.8,1018.8,1012.9
2021-01-14,23.5,33.3,17.0,0.0,1011.2,1009.3,1014.7,3.0,11.2,18.7,62,92,31,8366,20000,2647,1012.8,1016.2,1010.9
2021-01-15,25.2,32.6,18.3,0.0,1009.5,1006.7,1012.0,3.1,14.0,20.5,67,92,37,7392,19374,248,1011.1,1013.5,1008.3
2021-01-16,25.8,31.3,21.5,0.0,1009.8,1007.3,1012.4,3.8,17.3,22.0,78,92,50,8366,20000,249,1011.4,1013.9,1008.9
2021-01-17,26.7,32.2,20.7,0.0,1012.7,1009.6,1015.7,8.0,18.4,29.2,60,92,39,15602,20000,1740,1014.3,1017.2,1011.2
2021-01-18,23.1,27.8,17.7,0.0,1013.5,1010.9,1017.6,7.4,24.8,33.8,59,84,45,16623,20000,7883,1015.1,1019.2,1012.5
2021-01-19,22.7,28.1,17.1,0.0,1012.8,1010.4,1016.2,4.6,18.4,25.2,62,92,43,11739,20000,4174,1014.4,1017.8,1012.0
2021-01-20,23.7,30.3,17.7,0.0,1011.6,1009.2,1015.0,3.0,14.8,19.4,61,88,36,10884,19319,3539,1013.2,1016.6,1010.8
2021-01-21,24.3,31.6,17.9,0.0,1010.2,1007.8,1013.3,2.8,12.2,18.0,62,89,36,9059,19897,4493,1011.8,1014.8,1009.4
2021-01-22,26.1,33.1,19.1,0.0,1009.5,1007.6,1012.3,3.0,13.0,18.4,66,92,38,6299,16291,1451,1011.1,1013.8,1009.2
2021-01-23,27.1,33.3,20.8,0.0,1009.8,1007.3,1012.0,4.2,14.4,19.1,69,92,41,10964,20000,1491,1011.4,1013.5,1008.9
2021-01-24,27.3,32.5,22.9,0.0,1010.3,1008.2,1013.1,4.9,14.0,18.7,76,92,49,15018,20000,2182,1011.9,1014.6,1009.8
2021-01-25,27.9,33.8,23.8,0.0,1009.8,1007.8,1012.8,4.6,14.8,19.4,77,92,52,17689,20000,3474,1011.4,1014.3,1009.4
2021-01-26,28.3,33.5,24.0,0.0,1009.1,1006.4,1011.7,4.6,13.0,16.9,79,92,52,14686,20000,5069,1010.7,1013.2,1008.0
2021-01-27,28.4,34.2,24.7,0.0,1010.3,1007.6,1011.9,5.0,13.0,19.4,77,92,44,12954,20000,3582,1011.9,1013.4,1009.2
2021-01-28,28.7,33.6,24.7,0.0,1011.0,1008.4,1013.9,3.9,13.0,23.0,74,92,47,13413,20000,4926,1012.6,1015.4,1010.0
2021-01-29,27.1,31.4,23.0,0.0,1012.2,1010.1,1014.7,5.7,22.0,30.2,62,79,48,14154,20000,8345,1013.8,1016.2,1011.7
2021-01-30,27.0,31.8,23.2,0.0,1012.1,1009.7,1014.8,5.4,19.8,28.1,58,73,44,15665,20000,10695,1013.7,1016.3,1011.3
2021-01-31,27.1,32.7,23.2,0.0,1012.5,1010.4,1015.3,4.7,16.6,25.2,60,80,41,12581,20000,1225,1014.1,1016.8,1012.0
2021-01-Min,27.9,34.2,16.4,0.0,1012.1,1006.4,1019.1,3.9,24.8,36.0,64,92,31,11668,20000,248,1013.7,1020.6,1008.0
2021-02-01,28.6,33.4,22.6,0.0,1011.8,1009.9,1014.9,3.5,16.2,24.8,65,92,39,10882,20000,4918,1013.4,1016.4,1011.5
2021-02-02,28.0,34.8,22.8,0.0,1012.0,1009.7,1014.9,4.9,14.0,23.4,69,92,32,9554,20000,1863,1013.6,1016.4,1011.3
2021-02-03,27.1,34.0,23.2,0.0,1012.6,1009.7,1014.1,5.0,19.1,25.9,60,92,36,13973,20000,1257,1014.2,1015.6,1011.3
2021-02-04,27.5,32.7,21.6,0.0,1011.4,1010.3,1016.0,3.8,20.2,26.6,53,92,37,16529,20000,2035,1013.0,1017.5,1011.9
2021-02-05,27.7,33.3,22.1,0.0,1010.3,1009.3,1015.2,3.8,17.3,25.9,62,75,34,14239,20000,10017,1011.9,1016.7,1010.9
2021-02-06,28.5,34.0,22.6,0.0,1010.1,1007.7,1013.4,5.4,15.8,24.5,74,92,37,12324,20000,4811,1011.7,1014.9,1009.3
2021-02-07,28.5,34.5,23.1,0.0,1009.5,1007.5,1013.2,7.6,15.5,20.9,78,92,43,17585,19300,5213,1011.1,1014.7,1009.1
2021-02-08,25.8,32.8,25.4,0.0,1009.5,1006.7,1012.4,5.4,16.6,22.7,85,92,59,11298,20000,6942,1011.1,1013.9,1008.3
2021-02-09,26.1,30.3,21.8,78.8,1010.2,1007.2,1011.6,3.7,19.8,30.2,75,92,65,15189,20000,160,1011.8,1013.1,1008.8
2021-02-10,26.9,31.5,21.9,0.0,1010.6,1008.0,1013.0,4.0,13.3,18.0,62,92,49,17499,20000,4570,1012.2,1014.5,1009.6
2021-02-11,27.6,33.8,22.1,0.0,1011.1,1008.1,1013.3,3.9,15.8,24.1,66,84,37,14890,20000,7704,1012.7,1014.8,1009.7
2021-02-12,27.6,33.7,22.9,0.0,1011.4,1008.8,1013.7,4.9,14.8,20.2,78,92,36,14053,20000,2189,1013.0,1015.2,1010.4
2021-02-13,28.0,32.1,23.3,0.0,1011.0,1009.2,1013.6,5.9,14.8,21.2,78,92,50,17014,20000,3229,1012.6,1015.1,1010.8
2021-02-14,28.0,32.5,24.3,0.0,1009.7,1009.1,1014.2,7.2,18.7,23.4,78,92,54,18108,20000,4556,1011.3,1015.7,1010.7
2021-02-15,28.3,32.1,25.3,0.0,1009.7,1007.6,1013.2,7.3,17.3,25.9,78,91,60,16881,20000,7449,1011.3,1014.7,1009.2
2021-02-16,28.0,32.0,25.3,0.0,1011.7,1007.7,1011.7,6.0,18.0,24.5,79,92,58,11718,20000,8474,1013.3,1013.2,1009.3
2021-02-17,27.2,32.5,24.1,0.0,1014.3,1008.7,1013.9,7.7,16.9,25.9,57,92,59,14658,20000,4128,1015.9,1015.4,1010.3
2021-02-18,26.5,32.2,22.2,0.0,1014.3,1012.0,1016.7,7.3,21.6,33.8,56,74,42,16164,20000,9415,1015.9,1018.2,1013.6
2021-02-19,26.0,31.0,21.7,0.0,1012.8,1011.8,1018.1,4.7,22.3,30.2,60,77,41,14578,20000,10141,1014.4,1019.7,1013.4
2021-02-20,27.8,31.7,21.0,0.0,1011.5,1010.2,1016.4,4.2,20.2,27.0,64,85,40,11043,20000,7896,1013.1,1017.9,1011.8
2021-02-21,27.7,33.9,21.6,0.0,1010.5,1008.9,1014.9,6.3,15.1,25.2,76,92,33,13335,20000,2683,1012.1,1016.4,1010.5
2021-02-22,29.2,32.2,23.2,0.0,1011.6,1008.2,1013.8,8.0,17.3,22.7,71,92,53,13662,20000,3369,1013.2,1015.3,1009.8
2021-02-23,-,31.6,24.1,0.0,-,1009.7,1012.6,-,15.8,22.7,-,92,61,-,20000,7495,-,1014.1,1011.3
2021-02-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-02-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-02-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-02-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-02-Min,-,34.8,21.0,78.8,-,1006.7,1018.1,-,22.3,33.8,-,92,32,-,20000,160,-,1019.6,1008.3
2021-03-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-Min,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
